text,amount_vnd,category,type
Bắt grab về nhà nghỉ 589 nghìn,589000,Di chuyển,Chi tiêu
Học phí UIT kỳ 4 50% 3.9tr hôm nay,3915000,Giáo dục,Chi tiêu
Mua bánh kem sinh nhật anh 2 220k bằng tiền mặt,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Tiền nhặt bóng tennis 500k,500000,Quà tặng,Thu nhập
Lì xi  triệuưởng CAH 500 nghìn,500000,Quà tặng,Thu nhập
Xăng 30k,30000,Di chuyển,Chi tiêu
30000,30000,Hớt tóc,Chi tiêu
Làm răng 400k bằng tiền mặt,400000,Sức khỏe,Chi tiêu
Kem rạng da 327k hôm nay,327000,Mỹ phẩm chăm sóc da,Chi tiêu
Lượm banh tennis 100k bằng tiền mặt,100000,Quà tặng,Thu nhập
Sinh nhật sếp Hoài 350k hôm nay,350000,Đám tiệc,Chi tiêu
Xăng 30k tiền,30000,Di chuyển,Chi tiêu
60000,60000,Sức khỏe,Chi tiêu
Nạp tiền dt 10k tiền,10000,Khác,Chi tiêu
Mẹ cho 1tr 1tr tiền,1000000,Quà tặng,Thu nhập
Ăn uống đi bệnh viện 143 nghìn,143000,Giải trí,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k tiền,300000,Đám tiệc,Chi tiêu
3915000,3915000,Giáo dục,Chi tiêu
70000,70000,Sức khỏe,Chi tiêu
Ăn cơm  triệuưa 38 nghìn,38000,Tạp phẩm,Chi tiêu
Mua bánh kem sinh nhật anh 2 220k ck,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Uống nước nghe nhạc 40k,40000,Cafe,Chi tiêu
Xà bông gội đầu 15k bằng tiền mặt,15000,Mỹ phẩm chăm sóc da,Chi tiêu
Cho Bằng mượn tiền 500 nghìn,500000,Mượn tiền,Thu nhập
Thanh toán Hiến máu 50k,50000,Quà tặng,Thu nhập
Thanh toán Phụ cấp tháng 11 2.4tr,2386000,Phiếu lương,Thu nhập
Trả chị 2 300k bằng tiền mặt,300000,Trả nợ,Chi tiêu
1962000,1962000,Phiếu lương,Thu nhập
Thanh toán Photo giấy ôn thi cho Khải 2k,2000,Giáo dục,Chi tiêu
Thanh toán Thuốc 120k,120000,Sức khỏe,Chi tiêu
Thanh toán Tiền ăn 500k,500000,Trả nợ,Chi tiêu
Đám cưới Duyên 500k,500000,Đám tiệc,Chi tiêu
Ăn bửa lãnh lương 100k,100000,Phiếu lương,Thu nhập
18000,18000,Di chuyển,Chi tiêu
Định lượng tháng 10 400k bằng tiền mặt,400000,Phiếu lương,Thu nhập
Mua xà bông gội đầu 30k tiền,30000,Mỹ phẩm chăm sóc da,Chi tiêu
Wifi 130k bằng tiền mặt,130000,4G,Chi tiêu
Mượn chị 2 300 nghìn,300000,Mượn tiền,Thu nhập
1962000,1962000,Phiếu lương,Thu nhập
Lì xi 40k bằng tiền mặt,40000,Khác,Chi tiêu
Mượn a Hảo. Đã  triệuả 100 nghìn,100000,Trả nợ,Chi tiêu
Bánh kem sinh nhật chị Nị 145k hôm nay,145000,Đám tiệc,Chi tiêu
7830000,7830000,Giáo dục,Chi tiêu
Bông tẩy trang 26k,26000,Mỹ phẩm chăm sóc da,Chi tiêu
200000,200000,Trả nợ,Chi tiêu
Wifi 130k bằng tiền mặt,130000,4G,Chi tiêu
Thanh toán Hớt tóc 60k,60000,Hớt tóc,Chi tiêu
Mua sách 155k ck,155000,Giáo dục,Chi tiêu
Bame cho tiền bán ve chai 360k tiền,360000,Quà tặng,Thu nhập
Phiếu lương 7.6tr hôm nay,7643000,Phiếu lương,Thu nhập
Dây cáp mạng 120k ck,120000,4G,Chi tiêu
Thuốc 7 ngày 98 nghìn,98000,Sức khỏe,Chi tiêu
Uống nước nghe nhạc 40k,40000,Cafe,Chi tiêu
Photo document English 60k tiền,60000,Giáo dục,Chi tiêu
Thanh toán Đổ xăng 50k,50000,Di chuyển,Chi tiêu
150000,150000,4G,Chi tiêu
Ăn kem 30k ck,30000,Cafe,Chi tiêu
Thanh toán Nước coca coi phim 57k,57000,Giải trí,Chi tiêu
Mua  nghìnẹo ngậm 10 nghìn,10000,Sức khỏe,Chi tiêu
Cho Cupe Tiên mượn đóng tiền học 300k bằng tiền mặt,300000,Mượn tiền,Thu nhập
Mua bánh kem sinh nhật anh 2 220k bằng tiền mặt,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Mua dầu gội clear 185k hôm nay,185000,Mỹ phẩm chăm sóc da,Chi tiêu
Đám cưới 500 nghìn,500000,Đám tiệc,Chi tiêu
65000,65000,Mỹ phẩm chăm sóc da,Chi tiêu
Hùng tiền nhậu 100k,100000,Đám tiệc,Chi tiêu
Hớt tóc 30k,30000,Hớt tóc,Chi tiêu
Bông tẩy trang 26k,26000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Trả nợ 2 1tr,1000000,Trả nợ,Chi tiêu
Sáp khử mùi 119k ck,119000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Xem phim công tử bạc liêu 146k,146000,Giải trí,Chi tiêu
Mượn mẹ 100k bằng tiền mặt,100000,Mượn tiền,Thu nhập
Mua thuốc sưng nướu răng 28k hôm nay,28000,Sức khỏe,Chi tiêu
182000,182000,Giáo dục,Chi tiêu
10000,10000,4G,Chi tiêu
400000,400000,Quà tặng,Thu nhập
"Sách ""Chinh phục những điều bất khả thi"" 163k bằng tiền mặt",163000,Giáo dục,Chi tiêu
"Thanh toán Sữa tắm 159k, gội đầu 155k, lăn khử mùi 115k 419k",419000,Mỹ phẩm chăm sóc da,Chi tiêu
"K nhớ rõ, reset đúng tiền bóp 27k hôm nay",27000,Khác,Chi tiêu
Thanh toán Sinh nhật Hậu vs a An vs chị Sương 300k,300000,Đám tiệc,Chi tiêu
Trả tiền cupe Tiên 500k ck,500000,Trả nợ,Chi tiêu
Mượn chị 2 200k hôm nay,200000,Mượn tiền,Thu nhập
Lương tháng 7 1.8tr tiền,1800000,Phiếu lương,Thu nhập
Hớt tóc 50k hôm nay,50000,Hớt tóc,Chi tiêu
Thanh toán Đám cưới Duyên 500k,500000,Đám tiệc,Chi tiêu
Nc tẩy trang 165k bằng tiền mặt,165000,Mỹ phẩm chăm sóc da,Chi tiêu
Phụ cấp tháng 9 2tr tiền,1953000,Phiếu lương,Thu nhập
2000,2000,Giáo dục,Chi tiêu
Học phí  nghìnỳ 1 UIT 6.3 triệu,6320000,Giáo dục,Chi tiêu
Đá banh 20k tiền,20000,Khác,Chi tiêu
30000,30000,Cafe,Chi tiêu
Mua sách 155 nghìn,155000,Giáo dục,Chi tiêu
Cho Hậu mượn 200k tiền,200000,Mượn tiền,Thu nhập
Mượn chị 2 300 nghìn,300000,Mượn tiền,Thu nhập
Học phí UIT kỳ 2 7tr,6960000,Giáo dục,Chi tiêu
Cho nội 200k tiền,200000,Khác,Chi tiêu
Xà bông gội đầu 25k ck,25000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Nước coca coi phim 57k,57000,Giải trí,Chi tiêu
Ăn uống 600k tiền,600000,Tạp phẩm,Chi tiêu
Thanh toán Ăn uống 45k,45000,Tạp phẩm,Chi tiêu
Reset 39k bằng tiền mặt,39000,Khác,Chi tiêu
Thanh toán Cho Hậu mượn 200k,200000,Mượn tiền,Thu nhập
Mua sữa cho nội 300k ck,300000,Mượn tiền,Thu nhập
Thanh toán Thuốc ngậm viêm răng khôn 5k,5000,Sức khỏe,Chi tiêu
Mượn 2 1tr 1tr bằng tiền mặt,1000000,Mượn tiền,Thu nhập
Mẹ cho 500k ck,500000,Quà tặng,Thu nhập
Cho Phát mượn 40k ck,40000,Mượn tiền,Thu nhập
Vaselines khô môi 65k bằng tiền mặt,65000,Mỹ phẩm chăm sóc da,Chi tiêu
Bame cho 100k hôm nay,100000,Khác,Chi tiêu
210000,210000,Đám tiệc,Chi tiêu
500000,500000,Đám tiệc,Chi tiêu
20000,20000,Mỹ phẩm chăm sóc da,Chi tiêu
60000,60000,Hớt tóc,Chi tiêu
Photo giấy ôn thi cho Khải 2k tiền,2000,Giáo dục,Chi tiêu
Ăn trưa 30k hôm nay,30000,Tạp phẩm,Chi tiêu
Đưa cupe Tiên mượn 150 nghìn 150 nghìn,150000,Mượn tiền,Thu nhập
Thanh toán Mẹ đưa lại tiền ăn cơm 100k,100000,Tạp phẩm,Chi tiêu
Ăn sáng 110 nghìn,110000,Tạp phẩm,Chi tiêu
Ăn sáng 20k ck,20000,Tạp phẩm,Chi tiêu
2100000,2100000,Phiếu lương,Thu nhập
Sáp khử mùi 119k tiền,119000,Mỹ phẩm chăm sóc da,Chi tiêu
Hớt tóc 60k ck,60000,Hớt tóc,Chi tiêu
Trả chị 2 300k hôm nay,300000,Trả nợ,Chi tiêu
Thanh toán Hớt tóc 2 cậu cháu 120k,120000,Hớt tóc,Chi tiêu
Xăng 50k ck,50000,Di chuyển,Chi tiêu
Thay nhông sên dĩa + mua bánh kem + ăn uống lặt vặt 430k,430000,Mỹ phẩm chăm sóc da,Chi tiêu
Ăn sáng 72k,72000,Tạp phẩm,Chi tiêu
Sinh nhật Linh 220k tiền,220000,Đám tiệc,Chi tiêu
Tiền cọc dt tháng cuối 1tr ck,1000000,Trả nợ,Chi tiêu
Vaselines khô môi 65k hôm nay,65000,Mỹ phẩm chăm sóc da,Chi tiêu
Định lượng tháng 10 400k bằng tiền mặt,400000,Phiếu lương,Thu nhập
Thanh toán Nạp tiền dt mua mạng 10k,10000,4G,Chi tiêu
Hớt tóc 2 cậu cháu 120k bằng tiền mặt,120000,Hớt tóc,Chi tiêu
Gửi xe bv 10 nghìn,10000,Di chuyển,Chi tiêu
Thanh toán Ăn sáng 17k,17000,Tạp phẩm,Chi tiêu
Đám cưới Oanh 1 triệu,1000000,Giải trí,Chi tiêu
Cho Hậu mượn 200k,200000,Mượn tiền,Thu nhập
Tiền phụ cấp tháng 7 1.6tr hôm nay,1640000,Phiếu lương,Thu nhập
Hớt tóc 50k ck,50000,Hớt tóc,Chi tiêu
Ăn  nghìnem 30 nghìn,30000,Cafe,Chi tiêu
Mua caffe đi tòa 33k bằng tiền mặt,33000,Cafe,Chi tiêu
220000,220000,Đám tiệc,Chi tiêu
Xem phim công tử bạc liêu 146k tiền,146000,Giải trí,Chi tiêu
Uống nước nghe nhạc 40k tiền,40000,Cafe,Chi tiêu
Sinh nhật Mỹ Nhàn 600 nghìn,600000,Đám tiệc,Chi tiêu
Đám cưới 500k ck,500000,Đám tiệc,Chi tiêu
50000,50000,Hớt tóc,Chi tiêu
Mua lẩu cho nhà ăn 210k,210000,Tạp phẩm,Chi tiêu
Mượn tiền mua sách 120k 120k tiền,120000,Mượn tiền,Thu nhập
200000,200000,Tạp phẩm,Chi tiêu
Ăn sinh nhật đại ca 300k hôm nay,300000,Giải trí,Chi tiêu
Thanh toán Cho Phát mượn 40k,40000,Mượn tiền,Thu nhập
Ăn phở  nghìnhuya 70 nghìn,70000,Tạp phẩm,Chi tiêu
Lương tháng 7 180k bằng tiền mặt,180000,Phiếu lương,Thu nhập
Mua 3 trái dừa 30k ck,30000,Tạp phẩm,Chi tiêu
200000,200000,Quà tặng,Thu nhập
Ăn uống đi bệnh viện 143k bằng tiền mặt,143000,Giải trí,Chi tiêu
Thanh toán Nc tẩy trang 165k,165000,Mỹ phẩm chăm sóc da,Chi tiêu
Mượn a Hảo tiền mua caffe 50k bằng tiền mặt,50000,Trả nợ,Chi tiêu
Đổ xăng 20 nghìn,20000,Di chuyển,Chi tiêu
Sách: Một cuốn sách về chủ nghĩa tối giản 171 nghìn,171000,Giáo dục,Chi tiêu
2100000,2100000,Phiếu lương,Thu nhập
Mua caffe đi tòa 33k tiền,33000,Cafe,Chi tiêu
Thanh toán Mẹ cho 600k,600000,Quà tặng,Thu nhập
Thanh toán Chị 2 cho tiền sinh nhật 500k,500000,Quà tặng,Thu nhập
Mua 2 ngày thuốc cảm 40k,40000,Sức khỏe,Chi tiêu
Thanh toán Nc tẩy trang + srm + bông tẩy trang 395k,395000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Trà sữa 40k,40000,Cafe,Chi tiêu
220000,220000,Sức khỏe,Chi tiêu
Đổ xăng 50k,50000,Di chuyển,Chi tiêu
Sửa rửa mặt 283k tiền,283000,Mỹ phẩm chăm sóc da,Chi tiêu
Ăn kem 30k,30000,Cafe,Chi tiêu
Ăn sáng 60k bằng tiền mặt,60000,Tạp phẩm,Chi tiêu
Mượn tiền mua sách 120k 120k hôm nay,120000,Mượn tiền,Thu nhập
Hớt tóc 30k hôm nay,30000,Hớt tóc,Chi tiêu
Mượn 2 mua lẩu 500k,500000,Mượn tiền,Thu nhập
3 hộp bánh cuốn Ăn sáng 75k tiền,75000,Tạp phẩm,Chi tiêu
Mẹ cho 500k 500k hôm nay,500000,Quà tặng,Thu nhập
Hớt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
Photo công chứng 60k,60000,Khác,Chi tiêu
Áo + 50k giải CLB Runner LA 200k,200000,Trả nợ,Chi tiêu
Wifi tháng 5 65k ck,65000,4G,Chi tiêu
Mẹ cho bỏ túi 500 nghìn,500000,Quà tặng,Thu nhập
Làm tóc 260k tiền,260000,Hớt tóc,Chi tiêu
Đổ xăng 50k ck,50000,Di chuyển,Chi tiêu
Uống nước vs bạn 168k ck,168000,Cafe,Chi tiêu
Thanh toán Mua 2 ngày thuốc cảm 40k,40000,Sức khỏe,Chi tiêu
"Thanh toán Sách ""Một đời như kẻ tìm đường"" 135k",135000,Giáo dục,Chi tiêu
Mua thuốc cảm uống 32 nghìn,32000,Sức khỏe,Chi tiêu
Học phí UIT kỳ 4 50% 3.9tr hôm nay,3915000,Giáo dục,Chi tiêu
Hớt tóc 100 nghìn,100000,Hớt tóc,Chi tiêu
Trail leo núi Dinh BR VT 298k tiền,298000,Giải trí,Chi tiêu
Uống nước nghe nhạc 40k hôm nay,40000,Cafe,Chi tiêu
Thanh toán Mua nc 30k,30000,Tạp phẩm,Chi tiêu
Mua thuốc cảm ho sổ muỗi 48k bằng tiền mặt,48000,Sức khỏe,Chi tiêu
Hớt tóc 100k hôm nay,100000,Hớt tóc,Chi tiêu
2 cho 1tr 1tr bằng tiền mặt,1000000,Khác,Chi tiêu
Xăng xe 70k hôm nay,70000,Di chuyển,Chi tiêu
Nước coca coi phim 57 nghìn,57000,Giải trí,Chi tiêu
Mua chai nước muối súc miệng 10 nghìn,10000,Sức khỏe,Chi tiêu
146000,146000,Giải trí,Chi tiêu
3 ngày đi dạy SC 1tr,1000000,Phiếu lương,Thu nhập
Thanh toán Uống nước vs bạn 168k,168000,Cafe,Chi tiêu
Mạng 150k ck,150000,4G,Chi tiêu
Cho Phát mượn 40 nghìn,40000,Mượn tiền,Thu nhập
Ăn sáng 75k tiền,75000,Tạp phẩm,Chi tiêu
Trả chị 2 1tr,1000000,Trả nợ,Chi tiêu
Học phí  nghìnỳ 1 UIT 6.3 triệu,6320000,Giáo dục,Chi tiêu
Cho Hậu mượn 200 nghìn,200000,Mượn tiền,Thu nhập
Cắt tóc 60 nghìn,60000,Hớt tóc,Chi tiêu
Thanh toán Ăn sáng 80k,80000,Tạp phẩm,Chi tiêu
Hớt tóc 30k ck,30000,Hớt tóc,Chi tiêu
Mượn 2 mua lẩu 500k bằng tiền mặt,500000,Mượn tiền,Thu nhập
Thanh toán Phụ cấp tháng 11 2.4tr,2386000,Phiếu lương,Thu nhập
Thuốc men 40 nghìn,40000,Sức khỏe,Chi tiêu
Mạng 5g Viettel 150k ck,150000,4G,Chi tiêu
"Sách ""Một đời như kẻ tìm đường"" 135k tiền",135000,Giáo dục,Chi tiêu
1000000,1000000,Trả nợ,Chi tiêu
Mượn tiền 200 nghìn,200000,Mượn tiền,Thu nhập
Thanh toán Bông gòn rái tay 20k,20000,Khác,Chi tiêu
Lì xì 200 nghìn,200000,Quà tặng,Thu nhập
Quần chạy bộ + 2 đôi vớ 392k tiền,392000,Khác,Chi tiêu
Thanh toán Ăn sáng 20k,20000,Tạp phẩm,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k hôm nay,300000,Đám tiệc,Chi tiêu
200000,200000,Quà tặng,Thu nhập
Caffe vs đám bạn 66k,66000,Cafe,Chi tiêu
Lì xi  triệuưởng CAH 500 nghìn,500000,Quà tặng,Thu nhập
Mua chai nước muối súc miệng 10k,10000,Sức khỏe,Chi tiêu
230000,230000,Giáo dục,Chi tiêu
Tiền cọc dt tháng cuối 1tr tiền,1000000,Trả nợ,Chi tiêu
40000,40000,Khác,Chi tiêu
Thuốc nhứt răng 31k bằng tiền mặt,31000,Sức khỏe,Chi tiêu
Sinh nhật Hậu vs a An vs chị Sương 300k bằng tiền mặt,300000,Đám tiệc,Chi tiêu
Mẹ 500k + Cô 5 500k 1tr hôm nay,1000000,Quà tặng,Thu nhập
Gửi thư xin học lại 18k hôm nay,18000,Giáo dục,Chi tiêu
Thanh toán Cho Hậu mượn 200k,200000,Mượn tiền,Thu nhập
Thanh toán Sinh nhật Mỹ Nhàn 600k,600000,Đám tiệc,Chi tiêu
Tiêu xài 1.2tr,1200000,Khác,Chi tiêu
Phụ cấp tháng 9 2tr tiền,1953000,Phiếu lương,Thu nhập
Xăng 30k hôm nay,30000,Di chuyển,Chi tiêu
140000,140000,Tạp phẩm,Chi tiêu
Mạng 5g Viettel 150 nghìn,150000,4G,Chi tiêu
Lương tháng 7 1.8 triệu,1800000,Phiếu lương,Thu nhập
Trail leo núi Dinh BR VT 298k hôm nay,298000,Giải trí,Chi tiêu
Thanh toán Ăn sáng 30k,30000,Tạp phẩm,Chi tiêu
1000000,1000000,Quà tặng,Thu nhập
Áo + 50k giải CLB Runner LA 200k hôm nay,200000,Trả nợ,Chi tiêu
Cắt tóc 60k hôm nay,60000,Hớt tóc,Chi tiêu
Đổ xăng 30k hôm nay,30000,Di chuyển,Chi tiêu
Sinh nhật Linh 220k ck,220000,Đám tiệc,Chi tiêu
"Mua sách ""Thay đổi thói quen đánh thức chính mình"" 299k tiền",299000,Giáo dục,Chi tiêu
Mua 2 ngày thuốc cảm 40k,40000,Sức khỏe,Chi tiêu
Nạp tiền dt mua mạng 10k hôm nay,10000,4G,Chi tiêu
Đi Vũng Tàu vs Cupe Tiên 1.4 triệu,1414000,Di chuyển,Chi tiêu
Hớt tóc 60k bằng tiền mặt,60000,Hớt tóc,Chi tiêu
Mua thuốc cảm uống 32k hôm nay,32000,Sức khỏe,Chi tiêu
Nước coca coi phim 57k ck,57000,Giải trí,Chi tiêu
Tay nghe bluetooth 196k bằng tiền mặt,196000,Khác,Chi tiêu
Mượn tiền 2 đi Đà Lạt 2.5tr ck,2500000,Trả nợ,Chi tiêu
Sinh nhật Linh 220k hôm nay,220000,Đám tiệc,Chi tiêu
Cho Bằng mượn 1tr,1000000,Mượn tiền,Thu nhập
28000,28000,Sức khỏe,Chi tiêu
Học phí UIT  nghìnỳ 4 50% 3.9 triệu,3915000,Giáo dục,Chi tiêu
Thanh toán Nc tẩy trang + srm + bông tẩy trang 395k,395000,Mỹ phẩm chăm sóc da,Chi tiêu
Thanh toán Wifi 130k,130000,4G,Chi tiêu
Hùng tiền nhậu 100k ck,100000,Đám tiệc,Chi tiêu
2 cho 500k 500k hôm nay,500000,Quà tặng,Thu nhập
Mượn chị 2 300k,300000,Mượn tiền,Thu nhập
Sinh tố bơ 39k ck,39000,Cafe,Chi tiêu
Nạp tiền dt cho mẹ 50 nghìn,50000,Khác,Chi tiêu
50000,50000,Di chuyển,Chi tiêu
Mẹ cho 500k hôm nay,500000,Quà tặng,Thu nhập
Mua bánh  nghìnem sinh nhật anh 2 220 nghìn,220000,Mỹ phẩm chăm sóc da,Chi tiêu
Hớt tóc 2 cậu cháu 120k bằng tiền mặt,120000,Hớt tóc,Chi tiêu
60000,60000,Hớt tóc,Chi tiêu
Khác 18k bằng tiền mặt,18000,Khác,Chi tiêu
Thanh toán Mua vé xem phim 2/9 160k,160000,Giải trí,Chi tiêu
